symbol,company_name,topic,weight_tfidf,first_year,last_year
ADI,"Analog Devices, Inc.",inventory,0.3100936011446312,2024,2024
ADI,"Analog Devices, Inc.",power,0.14126027186196202,2024,2024
ADI,"Analog Devices, Inc.",software,0.08800238173749113,2024,2024
ADI,"Analog Devices, Inc.",utilization,0.13365973611840018,2024,2024
ADM,Archer-Daniels-Midland Company,oil,0.3048932031645598,2024,2024
ADM,Archer-Daniels-Midland Company,operating profit,0.2492503939865427,2024,2024
ADM,Archer-Daniels-Midland Company,profit,0.15638150338407356,2024,2024
ADM,Archer-Daniels-Midland Company,volumes,0.11281030536249903,2024,2024
ADP,"Automatic Data Processing, Inc.",ai,0.0844937108161541,2024,2024
ADP,"Automatic Data Processing, Inc.",bookings,0.3139309482677509,2024,2024
ADP,"Automatic Data Processing, Inc.",client,0.33784486061460745,2024,2024
ADP,"Automatic Data Processing, Inc.",clients,0.3799235168465594,2024,2024
ADP,"Automatic Data Processing, Inc.",funds,0.08274657642829467,2024,2024
ADP,"Automatic Data Processing, Inc.",new business,0.10279499962755975,2024,2024
ADP,"Automatic Data Processing, Inc.",retention,0.22867876405569704,2024,2024
ADP,"Automatic Data Processing, Inc.",revenue growth,0.06960284742200601,2024,2024
ADSK,"Autodesk, Inc.",cash flow,0.17265947344360982,2024,2024
ADSK,"Autodesk, Inc.",cloud,0.1677035757308319,2024,2024
ADSK,"Autodesk, Inc.",construction,0.20702751396474442,2024,2024
ADSK,"Autodesk, Inc.",free cash,0.17369071593676283,2024,2024
ADSK,"Autodesk, Inc.",infrastructure,0.07852645994551598,2024,2024
ADSK,"Autodesk, Inc.",revenue growth,0.07852645994551598,2024,2024
ADSK,"Autodesk, Inc.",transaction,0.12508846209412997,2024,2024
ADSK,"Autodesk, Inc.",workflows,0.09568028080375192,2024,2024
AEE,Ameren Corporation,energy,0.16514576655042437,2024,2024
AEE,Ameren Corporation,equity,0.055178022312926546,2024,2024
AEE,Ameren Corporation,gas,0.08703165928645358,2024,2024
AEE,Ameren Corporation,grid,0.12220468388349817,2024,2024
AEE,Ameren Corporation,megawatt,0.05990065684714461,2024,2024
AEE,Ameren Corporation,megawatts,0.11349913123964474,2024,2024
AEE,Ameren Corporation,natural gas,0.06299995552890908,2024,2024
AEE,Ameren Corporation,regulatory,0.061122987914427586,2024,2024
AEP,"American Electric Power Company, Inc.",capital plan,0.12013729220477669,2024,2024
AEP,"American Electric Power Company, Inc.",data center,0.12264742213144073,2024,2024
AEP,"American Electric Power Company, Inc.",data centers,0.12644940882121006,2024,2024
AEP,"American Electric Power Company, Inc.",equity,0.13972274274991983,2024,2024
AEP,"American Electric Power Company, Inc.",gigawatts,0.11140924771401604,2024,2024
AEP,"American Electric Power Company, Inc.",industrial,0.07023531610663065,2024,2024
AEP,"American Electric Power Company, Inc.",operating earnings,0.1920663352695813,2024,2024
AEP,"American Electric Power Company, Inc.",regulatory,0.09171951851935799,2024,2024
AEP,"American Electric Power Company, Inc.",roe,0.07864449202861433,2024,2024
AES,The AES Corporation,adjusted ebitda,0.10835804330129525,2024,2024
AES,The AES Corporation,backlog,0.07633078263743706,2024,2024
AES,The AES Corporation,construction,0.07319015210411109,2024,2024
AES,The AES Corporation,credit,0.0750714920595048,2024,2024
AES,The AES Corporation,debt,0.08218996828062042,2024,2024
AES,The AES Corporation,ebitda,0.22746473862122357,2024,2024
AES,The AES Corporation,energy,0.11547297214449259,2024,2024
AES,The AES Corporation,gigawatts,0.34699807894280954,2024,2024
AES,The AES Corporation,online,0.07407258480022087,2024,2024
AES,The AES Corporation,power,0.0685880657124725,2024,2024
AES,The AES Corporation,utilities,0.2023610443798453,2024,2024
AFL,Aflac Incorporated,expense ratio,0.17798475055107205,2024,2024
AFL,Aflac Incorporated,medical,0.09289004024665191,2024,2024
AIG,"American International Group, Inc.",loss,0.2044710394672035,2024,2024
AIG,"American International Group, Inc.",loss ratio,0.16667845927602534,2024,2024
AIG,"American International Group, Inc.",losses,0.08655122942883547,2024,2024
AIG,"American International Group, Inc.",new business,0.14363260397382244,2024,2024
AIG,"American International Group, Inc.",property,0.12623956694434824,2024,2024
AIG,"American International Group, Inc.",roe,0.08268257323253518,2024,2024
AIZ,"Assurant, Inc.",adjusted ebitda,0.20963972106574166,2024,2024
AIZ,"Assurant, Inc.",auto,0.19407936170558665,2024,2024
AIZ,"Assurant, Inc.",client,0.14364973193224628,2024,2024
AIZ,"Assurant, Inc.",clients,0.2675062451957542,2024,2024
AIZ,"Assurant, Inc.",ebitda,0.19210540769374693,2024,2024
AIZ,"Assurant, Inc.",inflation,0.07262531856428169,2024,2024
AIZ,"Assurant, Inc.",loss,0.0877509708681106,2024,2024
AIZ,"Assurant, Inc.",losses,0.06451396073033827,2024,2024
AIZ,"Assurant, Inc.",vehicle,0.09277549562121128,2024,2024
AJG,Arthur J. Gallagher & Co.,client,0.07934511764564145,2024,2024
AJG,Arthur J. Gallagher & Co.,clients,0.13537750816136251,2024,2024
AJG,Arthur J. Gallagher & Co.,margin expansion,0.055262298549534815,2024,2024
AJG,Arthur J. Gallagher & Co.,new business,0.11871374027000725,2024,2024
AJG,Arthur J. Gallagher & Co.,organic growth,0.13979736449872174,2024,2024
AJG,Arthur J. Gallagher & Co.,property,0.14082250827611945,2024,2024
AJG,Arthur J. Gallagher & Co.,risk management,0.10976110395925025,2024,2024
AKAM,"Akamai Technologies, Inc.",ai,0.06356137526455828,2024,2024
AKAM,"Akamai Technologies, Inc.",cloud,0.2921248940766803,2024,2024
AKAM,"Akamai Technologies, Inc.",compute,0.5581532151393767,2024,2024
AKAM,"Akamai Technologies, Inc.",infrastructure,0.07164991098477834,2024,2024
AKAM,"Akamai Technologies, Inc.",platform,0.12649153169361785,2024,2024
AKAM,"Akamai Technologies, Inc.",traffic,0.15735035123598118,2024,2024
ALB,Albemarle Corporation,adjusted ebitda,0.11509982442325044,2024,2024
ALB,Albemarle Corporation,capex,0.10170861090780657,2024,2024
ALB,Albemarle Corporation,cash flow,0.0835840519630711,2024,2024
ALB,Albemarle Corporation,ebitda,0.19607132231953425,2024,2024
ALB,Albemarle Corporation,energy,0.15365875508909949,2024,2024
ALB,Albemarle Corporation,ev,0.1213570244884315,2024,2024
ALB,Albemarle Corporation,evs,0.08424856652674038,2024,2024
ALB,Albemarle Corporation,prices,0.18057053159097874,2024,2024
ALB,Albemarle Corporation,productivity,0.10713537944309126,2024,2024
ALB,Albemarle Corporation,volumes,0.14670640569755214,2024,2024
ALGN,"Align Technology, Inc.",digital,0.0877135973128828,2024,2024
ALGN,"Align Technology, Inc.",gross margin,0.10316270615655268,2024,2024
ALGN,"Align Technology, Inc.",operating margin,0.10256296202135906,2024,2024
ALGN,"Align Technology, Inc.",patient,0.09405885209905841,2024,2024
ALGN,"Align Technology, Inc.",patients,0.24639737372114484,2024,2024
ALGN,"Align Technology, Inc.",revenues,0.1783153041328182,2024,2024
ALL,The Allstate Corporation,advertising,0.16510726638573459,2024,2024
ALL,The Allstate Corporation,auto,0.37113960514176875,2024,2024
ALL,The Allstate Corporation,new business,0.14937608129100044,2024,2024
ALL,The Allstate Corporation,property,0.09112900112927581,2024,2024
ALL,The Allstate Corporation,retention,0.24309688835179508,2024,2024
ALLE,Allegion plc,capital deployment,0.12209143967448596,2024,2024
ALLE,Allegion plc,inflation,0.06902454946911668,2024,2024
ALLE,Allegion plc,margin expansion,0.09394335155820548,2024,2024
ALLE,Allegion plc,multifamily,0.09957358758311108,2024,2024
ALLE,Allegion plc,organic revenue,0.1083263382981004,2024,2024
ALLE,Allegion plc,productivity,0.0935287717807036,2024,2024
ALLE,Allegion plc,residential,0.2577061833980164,2024,2024
AMAT,"Applied Materials, Inc.",ai,0.0816742373373433,2024,2024
AMAT,"Applied Materials, Inc.",chips,0.0632581503504532,2024,2024
AMAT,"Applied Materials, Inc.",dram,0.6461758563054739,2024,2024
AMAT,"Applied Materials, Inc.",energy,0.06323110343312355,2024,2024
AMAT,"Applied Materials, Inc.",equipment,0.06331001374397545,2024,2024
AMAT,"Applied Materials, Inc.",foundry,0.12489084858691003,2024,2024
AMAT,"Applied Materials, Inc.",hbm,0.2282937544383209,2024,2024
AMAT,"Applied Materials, Inc.",memory,0.13757514804533058,2024,2024
AMAT,"Applied Materials, Inc.",semiconductor,0.10863952373417525,2024,2024
AMCR,Amcor plc,beverage,0.2001091462518574,2024,2024
AMCR,Amcor plc,categories,0.1013232159251285,2024,2024
AMCR,Amcor plc,consumer,0.07051711884166624,2024,2024
AMCR,Amcor plc,consumer demand,0.06705061220886968,2024,2024
AMCR,Amcor plc,earnings growth,0.09554003841938218,2024,2024
AMCR,Amcor plc,ebit,0.11307117718683372,2024,2024
AMCR,Amcor plc,healthcare,0.22418492504872248,2024,2024
AMCR,Amcor plc,price mix,0.06743915579124896,2024,2024
AMCR,Amcor plc,volumes,0.3206181072881354,2024,2024
AMD,"Advanced Micro Devices, Inc.",ai,0.2799303905880736,2024,2024
AMD,"Advanced Micro Devices, Inc.",client,0.19363879709599438,2024,2024
AMD,"Advanced Micro Devices, Inc.",cloud,0.16324408504487006,2024,2024
AMD,"Advanced Micro Devices, Inc.",compute,0.10960871563535668,2024,2024
AMD,"Advanced Micro Devices, Inc.",data center,0.42973410382273924,2024,2024
AMD,"Advanced Micro Devices, Inc.",gpu,0.2699214621374008,2024,2024
AMD,"Advanced Micro Devices, Inc.",gpus,0.1334908146640734,2024,2024
AMD,"Advanced Micro Devices, Inc.",gross,0.08372789685155332,2024,2024
AMD,"Advanced Micro Devices, Inc.",gross margin,0.11001258114826644,2024,2024
AMD,"Advanced Micro Devices, Inc.",memory,0.0639927120820797,2024,2024
AMD,"Advanced Micro Devices, Inc.",networking,0.07643449093760568,2024,2024
AMD,"Advanced Micro Devices, Inc.",server,0.21509366514074127,2024,2024
AMD,"Advanced Micro Devices, Inc.",software,0.08618759375398374,2024,2024
AMD,"Advanced Micro Devices, Inc.",workloads,0.14407031602058248,2024,2024
AME,"AMETEK, Inc.",aerospace,0.17989360012927963,2024,2024
AME,"AMETEK, Inc.",automation,0.12090829673652359,2024,2024
AME,"AMETEK, Inc.",cash flow,0.11537258796034582,2024,2024
AME,"AMETEK, Inc.",free cash,0.0885576964432593,2024,2024
AME,"AMETEK, Inc.",inventory,0.07587385098515767,2024,2024
AME,"AMETEK, Inc.",medical,0.08246594233244339,2024,2024
AME,"AMETEK, Inc.",orders,0.29548493977430207,2024,2024
AME,"AMETEK, Inc.",organic sales,0.19032199502856081,2024,2024
AMGN,Amgen Inc.,clinical,0.09326683046751387,2024,2024
AMGN,Amgen Inc.,disease,0.26800789855858614,2024,2024
AMGN,Amgen Inc.,medicines,0.11452473506103758,2024,2024
AMGN,Amgen Inc.,oncology,0.07421071122400655,2024,2024
AMGN,Amgen Inc.,patient,0.04711247914612615,2024,2024
AMGN,Amgen Inc.,patients,0.47467789793467535,2024,2024
AMGN,Amgen Inc.,therapy,0.09177827327141372,2024,2024
AMGN,Amgen Inc.,trial,0.0857893813049504,2024,2024
AMGN,Amgen Inc.,volume growth,0.05275612054615989,2024,2024
AMP,"Ameriprise Financial, Inc.",bank,0.1301990102500666,2024,2024
AMP,"Ameriprise Financial, Inc.",client,0.3060080865894903,2024,2024
AMP,"Ameriprise Financial, Inc.",clients,0.23494798496772124,2024,2024
AMP,"Ameriprise Financial, Inc.",equity,0.10800472795951145,2024,2024
AMP,"Ameriprise Financial, Inc.",expenses,0.1387029917498882,2024,2024
AMP,"Ameriprise Financial, Inc.",fixed income,0.1005091380913932,2024,2024
AMP,"Ameriprise Financial, Inc.",funds,0.0894747842979697,2024,2024
AMP,"Ameriprise Financial, Inc.",operating earnings,0.11569758817234932,2024,2024
AMP,"Ameriprise Financial, Inc.",transactional,0.11542268539211788,2024,2024
AMT,American Tower Corporation,adjusted ebitda,0.08818373300778097,2024,2024
AMT,American Tower Corporation,affo,0.3885158397426628,2024,2024
AMT,American Tower Corporation,capex,0.10319672079657785,2024,2024
AMT,American Tower Corporation,churn,0.1757308128279251,2024,2024
AMT,American Tower Corporation,data center,0.1038541295105021,2024,2024
AMT,American Tower Corporation,leasing,0.1331875569577684,2024,2024
AMT,American Tower Corporation,new business,0.0882334394905696,2024,2024
AMT,American Tower Corporation,property,0.07476119947164335,2024,2024
AMT,American Tower Corporation,tenant,0.15197826207252677,2024,2024
AMZN,"Amazon.com, Inc.",advertising,0.06599585355137112,2024,2024
AMZN,"Amazon.com, Inc.",ai,0.31028443096120595,2024,2024
AMZN,"Amazon.com, Inc.",chips,0.08188709211690588,2024,2024
AMZN,"Amazon.com, Inc.",cloud,0.10756504165727622,2024,2024
AMZN,"Amazon.com, Inc.",generative ai,0.21629265474586318,2024,2024
AMZN,"Amazon.com, Inc.",models,0.0884059119011126,2024,2024
AMZN,"Amazon.com, Inc.",network,0.10687301752424545,2024,2024
AMZN,"Amazon.com, Inc.",operating income,0.08978939119299066,2024,2024
AMZN,"Amazon.com, Inc.",robotics,0.1754410695910447,2024,2024
AMZN,"Amazon.com, Inc.",servers,0.0598097853329549,2024,2024
AMZN,"Amazon.com, Inc.",stores,0.05986168283919262,2024,2024
ANET,Arista Networks Inc,ai,0.45947119689915106,2024,2024
ANET,Arista Networks Inc,cloud,0.27269987446984784,2024,2024
ANET,Arista Networks Inc,data center,0.1555743951389718,2024,2024
ANET,Arista Networks Inc,gpu,0.09379703568732933,2024,2024
ANET,Arista Networks Inc,gpus,0.27603777483835695,2024,2024
ANET,Arista Networks Inc,gross,0.05993424776542522,2024,2024
ANET,Arista Networks Inc,gross margin,0.07054966162865177,2024,2024
ANET,Arista Networks Inc,network,0.155124430318039,2024,2024
ANET,Arista Networks Inc,networking,0.24442875576953924,2024,2024
ANET,Arista Networks Inc,software,0.11868720396798879,2024,2024
ANET,Arista Networks Inc,trials,0.12026506523196841,2024,2024
ANET,Arista Networks Inc,use cases,0.09094806347964858,2024,2024
AON,Aon plc,cash flow,0.11265380547128945,2024,2024
AON,Aon plc,client,0.30721080705912085,2024,2024
AON,Aon plc,clients,0.39717179676728503,2024,2024
AON,Aon plc,flow growth,0.09732314212209954,2024,2024
AON,Aon plc,free cash,0.1354709407639846,2024,2024
AON,Aon plc,health,0.11336418948088935,2024,2024
AON,Aon plc,margin expansion,0.12001760635733143,2024,2024
AON,Aon plc,new business,0.09121710164907378,2024,2024
AON,Aon plc,organic revenue,0.2568761514227714,2024,2024
AON,Aon plc,retention,0.0962163529635505,2024,2024
AON,Aon plc,revenue growth,0.14785786729915257,2024,2024
AOS,A. O. Smith Corporation,gas,0.08858417764383784,2024,2024
AOS,A. O. Smith Corporation,residential,0.14092637072878147,2024,2024
AOS,A. O. Smith Corporation,volumes,0.09874017603105269,2024,2024
APA,APA Corporation,barrels,0.09921877216008132,2024,2024
APA,APA Corporation,cash flow,0.09545120254743689,2024,2024
APA,APA Corporation,free cash,0.10043607610991116,2024,2024
APA,APA Corporation,gas,0.3980402779254291,2024,2024
APA,APA Corporation,gulf coast,0.06484026799217776,2024,2024
APA,APA Corporation,inventory,0.051630556202508796,2024,2024
APA,APA Corporation,oil,0.2975659094776972,2024,2024
APA,APA Corporation,production,0.16098529365043912,2024,2024
APA,APA Corporation,rig,0.22593815638303638,2024,2024
APA,APA Corporation,rigs,0.32297090096603676,2024,2024
APA,APA Corporation,volumes,0.07316593023209883,2024,2024
APD,"Air Products and Chemicals, Inc.",ebitda,0.10559521027158954,2024,2024
APD,"Air Products and Chemicals, Inc.",ebitda margin,0.06423847069601152,2024,2024
APD,"Air Products and Chemicals, Inc.",energy,0.06335211939242369,2024,2024
APD,"Air Products and Chemicals, Inc.",gas,0.06991631531508966,2024,2024
APD,"Air Products and Chemicals, Inc.",industrial,0.07818239621518666,2024,2024
APD,"Air Products and Chemicals, Inc.",lng,0.05825385655561033,2024,2024
APH,Amphenol Corporation,ai,0.22351313964634728,2024,2024
APH,Amphenol Corporation,automotive,0.14071320687336406,2024,2024
APH,Amphenol Corporation,diluted eps,0.12330194598088003,2024,2024
APH,Amphenol Corporation,industrial,0.20447439143813773,2024,2024
APH,Amphenol Corporation,operating margin,0.11531550584187811,2024,2024
APH,Amphenol Corporation,sales increased,0.09992248118408589,2024,2024
APO,"Apollo Global Management, Inc.",clients,0.08433748549189433,2024,2024
APO,"Apollo Global Management, Inc.",credit,0.16194224185206083,2024,2024
APO,"Apollo Global Management, Inc.",equity,0.16234783865184904,2024,2024
APO,"Apollo Global Management, Inc.",fixed income,0.13924238448042256,2024,2024
APO,"Apollo Global Management, Inc.",fund,0.0867539288578931,2024,2024
APO,"Apollo Global Management, Inc.",funds,0.0928631461394574,2024,2024
APO,"Apollo Global Management, Inc.",private equity,0.09316871476355569,2024,2024
APTV,Aptiv PLC,automotive,0.11668320452560878,2024,2024
APTV,Aptiv PLC,bookings,0.1444878598064774,2024,2024
APTV,Aptiv PLC,engineering,0.1206565824314873,2024,2024
APTV,Aptiv PLC,ev,0.13073061968484445,2024,2024
APTV,Aptiv PLC,operating income,0.06782228268849692,2024,2024
APTV,Aptiv PLC,production,0.1871371090287775,2024,2024
APTV,Aptiv PLC,revenues,0.08748938245641034,2024,2024
APTV,Aptiv PLC,software,0.12501141039302857,2024,2024
APTV,Aptiv PLC,vehicle,0.3474740651681745,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",biotech,0.13684673048524246,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",ffo,0.10181120215318412,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",lease,0.19628914386512608,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",leases,0.09012512236274643,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",leasing,0.3195968315996798,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",life science,0.2692999833642183,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",medicines,0.08210803829114546,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",noi,0.09921387960180078,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",tenant,0.2317962793095311,2024,2024
ARE,"Alexandria Real Estate Equities, Inc.",tenants,0.25946892978977115,2024,2024
ATO,Atmos Energy Corporation,debt,0.1071172140016192,2024,2024
ATO,Atmos Energy Corporation,energy,0.13907309736016324,2024,2024
ATO,Atmos Energy Corporation,equity,0.09425640626181017,2024,2024
ATO,Atmos Energy Corporation,gas,0.19254150054453498,2024,2024
ATO,Atmos Energy Corporation,industrial,0.09005231190192452,2024,2024
ATO,Atmos Energy Corporation,natural gas,0.17156495635704117,2024,2024
ATO,Atmos Energy Corporation,property,0.100682295904659,2024,2024
ATO,Atmos Energy Corporation,residential,0.08383207283279516,2024,2024
AVB,"AvalonBay Communities, Inc.",ffo,0.07887782274576044,2024,2024
AVB,"AvalonBay Communities, Inc.",lease,0.157821222512853,2024,2024
AVB,"AvalonBay Communities, Inc.",noi,0.15207452962938542,2024,2024
AVB,"AvalonBay Communities, Inc.",occupancy,0.11649971855820518,2024,2024
AVB,"AvalonBay Communities, Inc.",rent,0.30341289377982755,2024,2024
AVB,"AvalonBay Communities, Inc.",rents,0.13820002317951435,2024,2024
AVB,"AvalonBay Communities, Inc.",store,0.0986504229931037,2024,2024
AVB,"AvalonBay Communities, Inc.",supply,0.12364115910787175,2024,2024
AVGO,Broadcom Inc.,ai,0.4361925363569257,2024,2024
AVGO,Broadcom Inc.,cloud,0.10304630521120936,2024,2024
AVGO,Broadcom Inc.,compute,0.11605977092867278,2024,2024
AVGO,Broadcom Inc.,gpu,0.14338236000830043,2024,2024
AVGO,Broadcom Inc.,gpus,0.10096247026908542,2024,2024
AVGO,Broadcom Inc.,gross,0.06667101950691312,2024,2024
AVGO,Broadcom Inc.,infrastructure,0.07776714417914908,2024,2024
AVGO,Broadcom Inc.,memory,0.07501891853974955,2024,2024
AVGO,Broadcom Inc.,networking,0.34348378964409115,2024,2024
AVGO,Broadcom Inc.,semiconductor,0.2523340456517127,2024,2024
AVGO,Broadcom Inc.,server,0.08405172828072784,2024,2024
AVGO,Broadcom Inc.,software,0.22866510409644306,2024,2024
AVY,Avery Dennison Corporation,apparel,0.6015531355320156,2024,2024
AVY,Avery Dennison Corporation,categories,0.12111456502318362,2024,2024
AVY,Avery Dennison Corporation,food,0.12027949162687422,2024,2024
AVY,Avery Dennison Corporation,logistics,0.19583804259923537,2024,2024
AVY,Avery Dennison Corporation,productivity,0.08654531210838667,2024,2024
AVY,Avery Dennison Corporation,retail,0.08521119908093076,2024,2024
AVY,Avery Dennison Corporation,volumes,0.06997809310180762,2024,2024
AWK,"American Water Works Company, Inc.",capital investment,0.08021820659026206,2024,2024
AWK,"American Water Works Company, Inc.",capital plan,0.07085085178716384,2024,2024
AWK,"American Water Works Company, Inc.",eps,0.0689714850557758,2024,2024
AWK,"American Water Works Company, Inc.",equity,0.09232003358172441,2024,2024
AWK,"American Water Works Company, Inc.",regulatory,0.09365842581830892,2024,2024
AWK,"American Water Works Company, Inc.",roe,0.07895730197373692,2024,2024
AWK,"American Water Works Company, Inc.",utility,0.10535738691686616,2024,2024
AXON,"Axon Enterprise, Inc.",adjusted ebitda,0.10660428676364712,2024,2024
AXON,"Axon Enterprise, Inc.",ai,0.22254691235224106,2024,2024
AXON,"Axon Enterprise, Inc.",bookings,0.3392240982936827,2024,2024
AXON,"Axon Enterprise, Inc.",cloud,0.09890952940653522,2024,2024
AXON,"Axon Enterprise, Inc.",ebitda,0.08211445007932318,2024,2024
AXON,"Axon Enterprise, Inc.",robotics,0.07117223338906825,2024,2024
AXON,"Axon Enterprise, Inc.",software,0.18981657456383394,2024,2024
AXP,American Express Company,adjusted basis,0.07658572902900518,2024,2024
AXP,American Express Company,consumer,0.13672017980278,2024,2024
AXP,American Express Company,credit,0.10319658929754172,2024,2024
AXP,American Express Company,eps,0.0808819917530374,2024,2024
AXP,American Express Company,marketing,0.12873901827881074,2024,2024
AXP,American Express Company,restaurant,0.09139138360057994,2024,2024
AXP,American Express Company,revenue growth,0.07942026646457982,2024,2024
AZO,"AutoZone, Inc.",customer service,0.08716388889711799,2024,2024
AZO,"AutoZone, Inc.",ebit,0.06699787628888938,2024,2024
AZO,"AutoZone, Inc.",gross,0.1073284283196778,2024,2024
AZO,"AutoZone, Inc.",gross margin,0.10759535864194203,2024,2024
AZO,"AutoZone, Inc.",growth initiatives,0.06595188736926465,2024,2024
AZO,"AutoZone, Inc.",inflation,0.10710369733744873,2024,2024
AZO,"AutoZone, Inc.",inventory,0.06542666124746616,2024,2024
AZO,"AutoZone, Inc.",retail,0.0784169101444194,2024,2024
AZO,"AutoZone, Inc.",sales growth,0.08113044424552564,2024,2024
AZO,"AutoZone, Inc.",store,0.24718212437035358,2024,2024
AZO,"AutoZone, Inc.",store sales,0.1278139575907054,2024,2024
AZO,"AutoZone, Inc.",stores,0.24944504993562977,2024,2024
BA,The Boeing Company,aircraft,0.10896263285640753,2024,2024
BA,The Boeing Company,cash flow,0.08717437995289906,2024,2024
BA,The Boeing Company,factories,0.0735101355989193,2024,2024
BA,The Boeing Company,factory,0.1601925735363346,2024,2024
BA,The Boeing Company,inventory,0.12492625144319294,2024,2024
BA,The Boeing Company,production,0.2536428853549513,2024,2024
BA,The Boeing Company,supply,0.11860747769648346,2024,2024
BA,The Boeing Company,supply chain,0.13447109101256718,2024,2024
